lat,lng
39.606689521599996,-104.958489931
39.606689521599996,-104.958489931
39.6377412341,-104.958554156
39.7304174328,-104.96894015299999
39.7304174328,-104.96894015299999
39.7304174328,-104.96894015299999
39.693101972,-105.00699527399999
39.693101972,-105.00699527399999
39.693101972,-105.00699527399999
39.693101972,-105.00699527399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.758166784699995,-105.05101602399999
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7534018839,-105.05847740600001
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.7522045323,-105.061677179
39.6588364948,-105.00826269299999
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7508279317,-105.084246401
39.7897248502,-105.14207177
39.7897248502,-105.14207177
39.8234819597,-105.00658531200001
39.8234819597,-105.00658531200001
39.729119138099996,-104.973191162
39.729119138099996,-104.973191162
39.636387184200004,-104.95385718700001
39.6108395811,-104.959204995
39.6108395811,-104.959204995
39.610484932,-104.95866300600001
39.817274745300004,-105.219606285
39.8193896068,-105.21608433200001
39.8193896068,-105.21608433200001
39.8193896068,-105.21608433200001
39.8193896068,-105.21608433200001
39.8193896068,-105.21608433200001
39.8193896068,-105.21608433200001
39.8193896068,-105.21608433200001
39.6132883894,-104.957669814
39.8069125771,-105.213851735
39.8069125771,-105.213851735
39.8069125771,-105.213851735
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.823802468400004,-105.05402054700001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.827455746700004,-105.05263053600001
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.8165356897,-105.037957856
39.6933931535,-105.00639204
39.6933931535,-105.00639204
39.6933931535,-105.00639204
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.792368277899996,-105.051352908
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7849356591,-105.05492827200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7787990792,-105.05716639200001
39.7709256367,-105.071845453
